"function evaluation" "noise-free fitness - Fopt (7.948000000000e+01)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
"function evaluation" "noise-free fitness - Fopt (-4.290000000000e+01)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +1.836712725e+02 +1.836712725e+02 +1.407712725e+02 +1.407712725e+02 +3.0355e+00 +3.0579e+00 +1.7745e+00 -2.7292e+00 +2.9336e+00 +1.5104e-01 +9.6575e-01 +3.1712e+00 +2.4663e+00 +2.0927e+00 +2.7661e+00 -2.2046e+00 -2.7108e+00 +3.9868e-01 +1.2905e+00 +2.5688e+00 -3.9305e+00 -3.4752e+00 +2.0520e+00 -3.9652e+00
11 +1.096028362e+02 +1.096028362e+02 +6.670283615e+01 +6.670283615e+01 +1.5945e+00 +3.7919e+00 +5.3562e-01 +2.3181e+00 -7.9256e-02 -4.8980e-01 -3.3884e+00 +2.1392e+00 -6.8680e-01 -3.3128e+00 +2.0481e+00 -8.3889e-01 +2.5802e+00 -1.3022e+00 +1.1669e+00 +2.1032e+00 +2.5010e+00 +7.4159e-02 +3.6963e+00 +2.7907e+00
41 +9.962002860e+01 +9.962002860e+01 +5.672002860e+01 +5.672002860e+01 -2.7726e-01 +1.8561e+00 +2.6094e+00 -5.6860e-01 -3.9757e+00 +1.6526e+00 -1.5439e+00 +1.0151e-01 +2.0309e-01 -9.2687e-02 +1.7340e+00 -1.0651e+00 +3.7301e+00 -1.9386e+00 +7.5750e-01 +1.1707e+00 +1.1332e+00 +2.2322e-02 +2.7858e+00 -1.4188e+00
"function evaluation" "noise-free fitness - Fopt (-1.013200000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +3.145702079e+02 +3.145702079e+02 +2.132502079e+02 +2.132502079e+02 +2.4366e+00 +2.6285e+00 -2.5904e+00 +3.5976e+00 +3.1674e+00 +2.1630e+00 -2.2256e+00 +2.0567e-01 -1.1049e+00 -3.6445e+00 -2.3084e-01 +3.9340e+00 -3.5380e+00 +3.8456e+00 -1.3206e+00 -9.8039e-01 +3.6132e+00 -7.4381e-01 -3.4742e+00 -2.6890e-01
2 +1.797757666e+02 +1.797757666e+02 +7.845576665e+01 +7.845576665e+01 +3.4295e+00 +3.0139e+00 -2.6626e+00 +1.9225e+00 +2.3577e+00 -2.8722e+00 -3.8823e+00 -2.2643e+00 -7.3789e-01 -1.2557e+00 +1.9117e+00 -2.8753e+00 +3.4648e+00 +2.5589e+00 +1.2185e-01 -1.5602e+00 -3.8853e+00 -3.2239e+00 +1.7299e+00 +7.2077e-01
3 +1.420725701e+02 +1.420725701e+02 +4.075257005e+01 +4.075257005e+01 -2.9043e+00 +1.3631e+00 +3.7821e+00 +1.5002e+00 -3.7340e+00 +1.1812e+00 -1.5565e+00 +7.1082e-02 -2.7997e+00 +2.8636e+00 +1.6336e+00 -4.6398e-01 +1.6311e+00 -1.0738e+00 -2.8973e-01 +3.8524e-01 -1.9105e+00 +2.8590e+00 -1.7265e-01 +1.8792e+00
287 +8.172043901e+01 +8.172043901e+01 -1.959956099e+01 -1.959956099e+01 -3.6265e+00 -3.9597e-01 +2.3665e+00 -2.2545e+00 -3.3430e+00 -3.1755e+00 -1.8286e-02 -1.1668e+00 -2.0419e+00 +2.1696e+00 +9.5816e-01 -4.1098e-01 -3.8262e+00 +2.7887e+00 +1.1096e+00 -2.4297e+00 -3.8299e+00 -1.9570e-01 +2.0016e+00 +1.5785e-01
"function evaluation" "noise-free fitness - Fopt (3.650000000000e+00)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +1.949040298e+02 +1.949040298e+02 +1.985540298e+02 +1.985540298e+02 +5.7010e-01 -7.4612e-01 -3.0073e+00 +3.1431e+00 -2.4596e-01 -1.0115e+00 +3.8764e+00 -2.6503e+00 +2.4538e+00 -2.4541e+00 -5.5421e-01 -2.7765e+00 -3.4526e+00 -2.7134e+00 +2.3506e+00 +5.0529e-01 +5.9236e-01 +9.4800e-01 +1.6711e+00 -5.9366e-01
4 +1.446563433e+02 +1.446563433e+02 +1.483063433e+02 +1.483063433e+02 +3.6071e+00 -1.6666e+00 -3.9351e+00 +2.1378e+00 -1.4140e+00 -2.1031e+00 +3.4043e+00 +2.4312e+00 -2.2934e+00 +2.3313e+00 +3.9712e+00 -2.7283e+00 +5.4061e-01 +2.1036e+00 -2.5410e+00 -1.0827e+00 +1.9333e+00 -1.0476e+00 -2.8128e+00 +2.1666e+00
116 +8.537907184e+01 +8.537907184e+01 +8.902907184e+01 +8.902907184e+01 +1.0429e+00 +7.7667e-02 +9.4886e-01 -2.9142e+00 -2.6414e+00 -3.7025e+00 +2.6371e+00 -1.3341e+00 -1.4894e+00 -2.5936e+00 -8.7042e-01 +3.8329e+00 +2.2650e+00 +6.2496e-01 -1.7425e+00 +3.1017e+00 -1.9876e+00 -2.4910e+00 -1.8148e+00 +3.8122e+00
"function evaluation" "noise-free fitness - Fopt (2.205300000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +2.748459640e+02 +2.748459640e+02 +4.953759640e+02 +4.953759640e+02 +5.7010e-01 -7.4612e-01 -3.0073e+00 +3.1431e+00 -2.4596e-01 -1.0115e+00 +3.8764e+00 -2.6503e+00 +2.4538e+00 -2.4541e+00 -5.5421e-01 -2.7765e+00 -3.4526e+00 -2.7134e+00 +2.3506e+00 +5.0529e-01 +5.9236e-01 +9.4800e-01 +1.6711e+00 -5.9366e-01
